,id,duration_ms,key,liveness,mode,explicit
1008,0zlGnseLGzRIBA0TJcb3Bo,197474,1,0.073,0,False
1009,31tf1qEai5o5f4r66Kd0pU,379227,5,0.0667,1,False
1010,6qmvAJSUfVGMubvI2awW7p,169722,10,0.129,0,True
1011,7EkWXAI1wn8Ii883ecd9xr,147062,9,0.0511,1,False
1012,3MJhPqL2IgGs7gHEB2M35q,162570,5,0.202,1,True
1013,3Ne5uYDFzHEFYAPbaBMIck,175317,10,0.205,0,False
1014,4UyVCLbNG8yhrqbzeSmdho,196364,11,0.209,1,False
1015,2pR6bipXfJySBhje19SW02,184421,1,0.201,1,True
1016,7z84Fwf1R3Z2BwHCP620CI,207652,11,0.116,0,False
1017,6wtZPYBIXUvCpXwVjMCJBf,322347,1,0.0638,1,False
1018,44XjoNvtwevktFKjvVe1vH,339612,1,0.0979,0,True
1019,1UdzJEpgJxtuXAlCOvD4S0,159849,8,0.131,1,True
1020,4OGb9JY7pPEElDGwulYOBB,212240,7,0.0874,0,True
1021,0xzI1KAr0Yd9tv8jlIk3sn,172714,0,0.264,1,False
1022,59CfNbkERJ3NoTXDvoURjj,153000,7,0.194,0,True
1023,5aucVLKiumD89mxVCB4zvS,177303,0,0.31,1,False
1024,75JFxkI2RXiU7L9VXzMkle,309600,5,0.11,1,False
1025,7AdGloF1UHKe1vAZPbqIXH,222026,0,0.102,1,False
1026,5GF0X7GdNmnouKcdhhRmtm,236143,10,0.324,1,True
1027,0bYVPJvXr8ACmw313cVvhB,184248,2,0.13,1,True
1028,5y4WmuvFX1t3NdSId0MFOh,178924,1,0.0614,0,False
1029,2tGvwE8GcFKwNdAXMnlbfl,175933,6,0.0839,1,True
1030,1Wwh6gmMeolwzbRzfZMY5b,184678,6,0.103,1,False
1031,1bgKMxPQU7JIZEhNsM1vFs,142677,10,0.308,0,False
1032,7Ddk8FhoYKdsVoX9AOCPMm,178176,4,0.319,0,True
1033,4qu63nuBpdn0qHUHuObEj1,154983,7,0.118,1,False
1034,3ZCTVFBt2Brf31RLEnCkWJ,245426,6,0.106,0,False
1035,01kfSdF9zfcDLri5sSWEoL,169245,8,0.114,1,False
1036,3FkeNbs9Zeiqkr3WkbOiGp,193806,4,0.0914,0,False
1037,7AwVSKaQxpidrtYBerkHKk,194023,8,0.342,1,False
1038,2vsoD8S1OyrWSVIA43hjaU,191507,8,0.112,0,False
1039,4hceSKjrkDTO0nMKFcb3sj,187500,1,0.628,0,True
1040,1sbNEFiURUYfy024cJX8JG,167760,8,0.137,0,False
1041,0oO1AbL92F6329z13C2qQH,174857,4,0.647,0,True
1042,4fouWK6XVHhzl78KzQ1UjL,168602,4,0.367,1,True
1043,30Xh83fw03PZ2Wfm36H4EZ,147067,2,0.15,1,False
1044,2xbI8Vmyv3TkpTdywpPyNw,245604,1,0.187,0,True
1045,6JUMswocQ7Hp46kj9kyljT,218693,10,0.147,1,False
1046,6uvh0In7u1Xn4HgxOfAn8O,245964,2,0.0966,1,False
1047,0y60itmpH0aPKsFiGxmtnh,196520,3,0.0943,0,False
1048,64dLd6rVqDLtkXFYrEUHIU,215150,1,0.116,0,True
1049,3OM6qQmdFV6uy61GIqpRtf,209200,8,0.0875,1,False
1050,71wFwRo8xGc4lrcyKwsvba,250534,2,0.25,1,True
1051,5rJ7bdPmr8nfmm2JQ8xHOz,168107,2,0.0343,1,False
1052,5vC8UAOHeG95ehRzZChniB,131583,6,0.0993,1,False
1053,4kXxEhuatrvwrTQycA7s9B,109120,1,0.12,1,True
1054,4vWh6tEfcLzdvYWp2IlOJS,209928,4,0.884,0,False
1055,6clzeGvi1CFioMOolbAOlX,229283,9,0.288,1,False
1056,7jfmlr5W2AQWUGLVhT8ofl,234787,8,0.283,1,False
1057,1a019wP7IdYLexwbmfZPm3,176125,1,0.147,1,True
1058,6e9Ew4AECYwY5Xgs2ZKMgp,195349,11,0.0973,1,True
1059,4iJyoBOLtHqaGxP12qzhQI,198082,0,0.42,1,True
1060,21H0pUV2uPIPcFnFhgTBjo,216873,2,0.0927,1,False
1061,1Hohk6AufHZOrrhMXZppax,215460,10,0.171,0,True
1062,2BJWxD8xKrDv8vneTvTIm9,150000,8,0.175,0,True
1063,50kpGaPAhYJ3sGmk6vplg0,233720,4,0.28,1,False
1064,2m6Ko3CY1qXNNja8AlugNc,220780,11,0.138,1,False
1065,2bbwjxA68m9PHZFWgF1fze,182611,8,0.231,1,True
1066,28GCbKgjlVD9eDmasGbe0T,180930,10,0.0942,1,False
1067,0E0DRHf5PfMeor0ZCwB3oT,244444,2,0.0669,1,False
1068,5kVZxyMY1gfdCLiChsfjn1,230704,0,0.17,1,True
1069,1WCEAGGRD066z2Q89ObXTq,169756,4,0.158,0,False
1070,7fSM2taFBEB1WNZl8AOIoo,161637,1,0.116,1,True
1071,6gEOM9IEBzvTdbwNrSkBdC,204938,7,0.386,1,False
1072,5LYMamLv12UPbemOaTPyeV,193813,11,0.107,1,False
1073,1XkMxUilV0E3ChDERZJUEq,229937,1,0.371,1,False
1074,4scwMEdlKi8qWJzzyDB8Z3,180547,0,0.338,1,False
1075,3e10Ct9oFcIdgFjkDUBV2k,207838,4,0.108,0,False
1076,1igXQJ8h25DY4AiVgyGohE,221440,4,0.424,1,False
1077,0uBdQzKghx88d2Lp8SLFKJ,262624,2,0.198,1,True
1078,2MuWTIM3b0YEAskbeeFE1i,515387,4,0.153,0,False
1079,1dLYHdJhQ0LlZyyJmn3FLu,172580,10,0.182,0,True
1080,6yeZM8gyykjaf8w0GqRfK4,131893,6,0.0958,0,False
1081,5kYSScXYOZYyi0fxramiW6,223233,6,0.118,1,True
1082,2sOj9vyd6yiss9W1IK6chU,501648,8,0.18,1,True
1083,3AVXwaOGCEL8cmBecfcsFJ,185681,6,0.0881,1,False
1084,2uflssWlCaJ6CbTMOsUpNI,210989,6,0.349,0,True
1085,2DgdHcjWmO3qd50RzuBLgZ,208707,11,0.0486,0,False
1086,0OTNHGKcqQbk51bOYe462Y,227221,1,0.114,1,False
1087,6pr7X9UZCDn8CruopaNVha,173783,1,0.103,0,True
1088,6y8z28epOv5FlaxDv1Lo5B,176143,10,0.103,0,False
1089,0O82CIwSU4tY11rQhxqAHC,223533,10,0.59,0,False
1090,47IySiC5o08gz0z5VDiH93,207650,1,0.11,0,True
1091,1oSh0SKc4MwmXSGiTtqSXp,184925,11,0.272,0,True
1092,67QVeMvttYHbB1Zuvh0cn6,158979,1,0.111,1,True
1093,510mvRgE4jLSsJcBh2pH0j,47354,1,0.16,0,False
1094,3kT6P4hFj0IVr45TjKOLRp,211025,2,0.336,1,True
1095,1SOClUWhOi8vHZYMz3GluK,237720,11,0.304,0,False
1096,5TMLavqGRKNxgzMBrVpC9R,179940,2,0.0984,1,False
1097,18HOjcvTVV7W8YzBuOsAPS,148143,5,0.123,0,False
1098,7dMTCS9BLzBqYTlAuHP8TM,219320,9,0.441,0,False
1099,0REv856zadB0e8IM1brlwr,163028,1,0.249,0,True
1100,1I4dwH7C0jBAEtz5DjlJgQ,176859,7,0.122,1,False
1101,6Qyc6fS4DsZjB2mRW9DsQs,289533,11,0.0942,0,False
1102,7GARzfC1mwhDuk4t9WOACq,180022,2,0.105,1,False
1103,7lvDsmTRXFE3dK4OjvRiWB,224147,11,0.0625,0,False
1104,5gflgO9EPbIBf16n5TKnQS,232020,10,0.0546,1,False
1105,2Gq636OOGgxCTqEuzCZhsa,160000,1,0.103,0,False
1106,48AJSd42lXpicsGqcgopof,192477,7,0.108,1,True
1107,32vE1nuG8T9c8bhmZdRY6d,185857,0,0.113,1,True
1108,3JXF3LsUjyDIHjuwhXxdjo,201334,7,0.101,1,True
1109,4xxeEWGQNFQ6qehlnev5LS,205685,0,0.11,1,False
1110,3rdAz1fbUfZxYgaCviYhRo,199604,3,0.0931,0,True
1111,5PSkF3QpVMlAx8U5Inxj39,123712,3,0.31,0,False
1112,3sa06xVNmLLYIxdNNmVQN8,177689,7,0.293,0,False
1113,4lPAZiTJbaQ4irMzcq0GOU,178856,8,0.353,1,True
1114,0oiv4E896TUTTeQU0cmIui,336924,4,0.148,0,False
1115,6N7LquYjc3c53qr4PSJbi5,191896,7,0.0909,1,False
1116,2SwQShWjZsxoGviEyaEMOX,176268,8,0.13,0,False
1117,3h8tI65xdfpQyTAy7Grqwa,215216,11,0.0751,0,True
1118,3GdWfmQBiiJrDUvSZS1bGv,185786,1,0.122,1,True
1119,0314PeD1sQNonfVWix3B2K,116727,1,0.155,1,False
1120,7FIWs0pqAYbP91WWM0vlTQ,210800,10,0.292,0,True
1121,5nNpVC9AC6DWgrT5RX0e0b,186000,11,0.274,0,False
1122,3Vi5XqYrmQgOYBajMWSvCi,210560,1,0.0926,1,True
1123,5SzXtCkaw4WWDvGSTTiF6a,168640,0,0.248,1,False
1124,5PZAbR6JHYYV9xp5gv0XES,132045,11,0.0989,0,True
1125,7KWKWJnbGJ3Soag6Oopion,134937,8,0.248,0,False
1126,2mqTtvbKxH7SoEQ2oGAnsA,224473,2,0.368,1,True
1127,0mKGwFMHzTprtS2vpR3b6s,210372,7,0.155,1,True
1128,1MpCaOeUWhox2Fgigbe1cL,208014,5,0.124,0,True
1129,5ucyKDPjLpYLGadsRO1wSB,185707,5,0.383,0,False
1130,3HyR1j49TY5ACP2lseF1jx,273998,1,0.11,1,True
1131,0wihfILRNOwE2156Shezc8,139041,1,0.492,0,True
1132,2QWEMqQMJR1KDf6hDjJOs6,159762,1,0.146,1,True
1133,7rK0iM6jwuo1oizdx8suQA,212013,8,0.181,1,True
1134,0b5CzUhyShYuDdtW5J4wm2,226497,1,0.299,0,True
1135,5pUhMwmYr4gf6Lt3U5qsHz,193750,6,0.0952,0,True
1136,1c2hJSwcCfoPEw1su83Sw0,225280,7,0.393,1,False
1137,5lfWrciYtohtIMVDVZd0Rf,229283,9,0.288,1,False
1138,4rmVZajAF7PkrCagGPHbqa,243228,6,0.0844,1,True
1139,0Fl4eWzVaMUOdXcOrj6F1q,368758,11,0.741,0,True
1140,1w7cgGZR86yWz1pA2puVJD,260771,1,0.265,1,True
1141,6ufcuVInt0ocHrUimDjGlb,254319,1,0.575,1,False
1142,5YLGlPYkZBDXieMwzVve7g,203383,1,0.0938,1,False
1143,4DByEumlGTZKSzuVEZ35eo,288255,1,0.288,1,True
1144,5SHpuW2qjkQtFRpE6P9Nks,216448,7,0.0948,1,False
1145,1LCm0lFnEsxR2oPqyHLGX9,244792,5,0.326,0,True
1146,3k4CoiIQXiNBrwrmbBMDxj,169820,9,0.178,1,True
1147,2XMAWynSTIst5KmLSv0Npf,198898,1,0.283,1,True
1148,0i4UV3HjjvsUuV3BajEXoD,140308,3,0.0701,0,False
1149,22PTmk4mzAVi92WiQPAcFp,302952,5,0.126,0,True
1150,63WuQOXohQIxOxIFA2K7bR,148064,7,0.117,1,False
1151,737gzPI5VAmgUGWiJ9yXuu,201526,1,0.0501,0,False
1152,5bLGQqcpsz5ISWeihZfJnR,156083,10,0.167,0,True
1153,0N9C80kcgL0xXGduKnYKWi,162876,2,0.186,1,True
1154,0rKtyWc8bvkriBthvHKY8d,209274,3,0.191,1,True
1155,2qmG7dokbGpDGD0T5wORWt,166436,6,0.0853,0,False
1156,2NMjggapJcXXM7WccGEBUO,176000,8,0.467,1,False
1157,6ojZtz3sZr6ynvejLOqgCj,191087,6,0.089,1,True
1158,1BkY0N8ChFk2mdLbAUu8ZK,205427,7,0.288,1,False
1159,4srcMdbm2qzVG98tJajHxp,240413,7,0.162,0,True
1160,3AbNNvo2OmyeDMvRBgf9vk,190667,1,0.08,1,False
1161,7l9IqDtVWJurTvkQHq1BGh,207120,2,0.144,0,False
1162,21szgNA72iLwvBxHQLgwBh,177109,8,0.124,0,False
1163,3gUzi41YOt3VExeyHSLsMj,237701,6,0.177,0,True
1164,70XnKsO3UnIT4FnEwChQXx,114477,9,0.348,1,False
1165,4QWumyD2uwiePBBha9XBHI,183871,3,0.0865,1,True
1166,6ylDpki1VpIsc525KC1ojF,189333,11,0.149,0,False
1167,3WBRfkOozHEsG0hbrBzwlm,202821,7,0.0999,1,False
1168,0Puudh380z6cOCgMaTNm7h,139308,6,0.36,1,False
1169,0M7ai1yfYyb4OlyRgdmtTK,58872,5,0.706,1,False
1170,7k6aVgrtJqNTMVqk5yMWKD,165782,5,0.0966,1,True
1171,0PJSXtjkdTjJzZAMyNus02,70546,8,0.0974,1,False
1172,2On611HXKQAbaYkuc4NQAm,156292,0,0.326,1,False
1173,00I41xsW6SunZDJ5fB8KAd,165340,8,0.155,1,False
1174,1XIIvx9S19CZVc7eow7EX7,122212,4,0.101,1,False
1175,2FPmvXIMpjgzJQbUeJo8Iv,293427,1,0.113,0,False
1176,1fNwwml8UcKvhfM6YEVIRh,136064,0,0.0683,1,False
1177,3jjujdWJ72nww5eGnfs2E7,207133,8,0.102,1,False
1178,3FAJ6O0NOHQV8Mc5Ri6ENp,198371,0,0.303,1,False
1179,3uJFmluXzYedoJcvhpC1AW,211649,9,0.0753,1,True
1180,6EbVuwU7EnKeF2hdpViXCH,148817,11,0.111,1,True
1181,0rzaRSujxA0bKyjJl6vHYq,218577,0,0.0917,1,False
1182,1r8ZCjfrQxoy2wVaBUbpwg,164782,7,0.0884,1,True
1183,0fX4oNGBWO3dSGUZcVdVV2,195950,1,0.119,1,True
1184,0ct6r3EGTcMLPtrXHDvVjc,176658,6,0.249,1,False
1185,3XgGQ1wjo5khvq2UImjyNF,216063,9,0.11,1,True
1186,2NWaWZZLFMcr5P4uI2KvWy,223431,6,0.0983,0,False
1187,00imgaPlYRrMGn9o83hfmk,226011,1,0.147,0,True
1188,4r9jkMEnArtWGH2rL2FZl0,175918,0,0.106,1,False
1189,6Ulh9GPYz6JKdv04qc3q2U,153958,9,0.251,1,False
1190,0sjhY8nPIm6cPOQfyUPmJe,154868,0,0.632,1,False
1191,5QvW5lK6mkfTegpAK9JOO7,130897,5,0.288,0,True
1192,01VzuxoBYMAJLObfU0w6dI,192011,10,0.0814,0,True
1193,2c2tlXfEmLgUNvxngIi1qL,247080,9,0.0958,0,True
1194,0HaRLPnr887lcQM2YQzkff,159124,9,0.209,1,False
1195,48oQGynnS8RLiYRFsJ6pDL,198004,3,0.305,0,True
1196,2krESug6AyfOL07tlaGwts,198005,3,0.369,0,True
1197,2WTHLEVjfefbGoW7F3dXIg,240440,3,0.125,0,False
1198,3zakx7RAwdkUQlOoQ7SJRt,214693,1,0.144,0,True
1199,6MF5JoJYj5uK07Si6fRAPM,75043,1,0.11,0,True
1200,0y8lwLPXBsenbF5WAZhlbL,147560,0,0.224,0,False
1201,5XFoaqV1Z8XaLJidchVWhh,328573,5,0.407,1,True
1202,4xKQtLZn8m2d2KJy13ZujE,379004,9,0.149,1,True
1203,0e0JshRej2NwT7jahEmv52,162007,11,0.101,0,True
1204,4lfAwGFU3Zo2ZruXzRG8tw,141019,7,0.176,1,True
1205,6N9U1wkWniSXD4TKD4ln0h,301304,7,0.0909,0,True
1206,3S68RFe1lsdCdTMPIMJM3X,216136,7,0.0839,1,True
1207,5sICkBXVmaCQk5aISGR3x1,331267,6,0.0581,0,False
1208,3Z7CaxQkqbIs1rewKi6v4W,129817,7,0.0413,1,False
1209,3i058E8uxTsYqJ5NWZzqSj,202183,3,0.0954,1,False
1210,7sA2SKTo1QbTSSYn5YvJC4,190883,10,0.279,0,False
1211,0k4d5YPDr1r7FX77VdqWez,186173,8,0.0845,1,True
1212,0muK9BAzu2TJXQgWPsEj6e,165075,2,0.163,1,False
1213,0UvZcEfpzVyx47QsRbjyBz,201816,8,0.0909,1,True
1214,1mw0RgNXIpYRyyCdBQbLgA,191638,7,0.0623,1,False
1215,1nltpRhEiXikwDlVn4UADk,192721,1,0.103,1,True
1216,0Q5VnK2DYzRyfqQRJuUtvi,177187,1,0.333,0,False
1217,1JIgFmCP5OCTEGV866WP3b,165517,7,0.307,0,False
1218,77UICuAzXRYuJqdhcy6R3m,172562,3,0.149,0,False
1219,1K8AtBJXcdq5mywMnZuARP,187381,0,0.661,1,False
1220,2g6tReTlM2Akp41g0HaeXN,239027,1,0.127,0,True
1221,5zyZM1EiSqrniyqtprwxpv,266179,10,0.11,1,False
1222,7My9ca9QEIR8MvIOdIrTWA,215120,9,0.0445,0,True
1223,1O73ZKgl0THUImkHW6dfAL,202158,1,0.13,1,False
1224,5ycvEFxPeQqqkdOUgWhrJl,170322,11,0.0877,1,True
1225,49ev1nUTrNxbjm04jaoL5Z,176727,5,0.115,0,False
1226,3GbQcjKWT7eVpUfzqwUjxv,180666,1,0.109,0,True
1227,5JCquuXMmdXNypO32fPb0M,180000,6,0.0261,1,False
1228,48UKTR66uUOT9LaUvooTNx,224427,1,0.0942,1,False
1229,06JvOZ39sK8D8SqiqfaxDU,148571,5,0.511,0,False
1230,5JCoSi02qi3jJeHdZXMmR8,152667,9,0.147,1,False
1231,4j6kId9QIqhoXvqHKgSKa0,191959,5,0.204,1,False
1232,2NcQic8JxdjAlAHuNbOIRE,140242,9,0.182,1,False
1233,1b0aDgrG775i4sPQgJGmkU,278500,0,0.114,1,False
1234,4axSuOg3BqsowKjRpj59RU,264439,11,0.254,0,False
1235,7sT7kZEYd1MrmzLLIRVZas,129965,11,0.118,0,True
1236,2Xr1dTzJee307rmrkt8c0g,145800,8,0.161,1,True
1237,7a5fliY9SsZENrQWQBZron,308820,0,0.0847,1,False
1238,0nAZGkBGKQCXyaoSJfRhC1,173097,1,0.115,1,True
1239,3SWGtKHaCFEUqfm9ydUFVw,153097,0,0.0832,1,False
1240,4JzCFEc3O2UEdjKzevvFH5,264481,2,0.248,1,False
1241,4zHvWi4iFAG45lgiN7smLC,196160,6,0.149,1,False
1242,64pUytZWfCpeeMBN0XAadF,220760,1,0.114,1,True
1243,35TyJIMR3xRouUuo2sjS6v,243508,9,0.0944,0,False
1244,7IaeavdRzXYQWfu2Wt5GlU,157390,0,0.0935,1,False
1245,69w5X6uTrOaWM32IetSzvO,187342,4,0.131,0,False
1246,23Z3bbYcl1PdcPJemLa4zc,254407,3,0.115,0,False
1247,1qMMYpVatbRITKCfq1gasi,172933,8,0.128,1,True
1248,1MJHXJ8bdoynpEtCLCbkWf,202451,2,0.107,0,False
1249,5KW4KhJIAbVVSH6pJ4GPkb,336005,4,0.108,0,False
1250,0PKpNkxX3FkcfgxCQUXXds,250865,3,0.0895,1,False
1251,2vy9Ry1TNjCD85TiCbTz0r,237933,0,0.132,1,True
1252,6kxaaIeowajN7w21PfMLbu,176059,3,0.181,0,False
1253,1I4lCSP69P74nU3a6Su5L2,97209,1,0.124,1,False
1254,6hFwju6M40CKovKBPu5IpY,173085,11,0.666,0,False
1255,1IthE5GNiRzFN5CVaCa445,238628,8,0.235,0,False
1256,2BcMwX1MPV6ZHP4tUT9uq6,242966,5,0.0834,0,True
1257,7kYbxvrGXv8cmKjkqgqhrw,167674,11,0.27,0,False
1258,5W7DOVGQLTigu09afW7QMT,270000,11,0.106,0,False
1259,6qj02zSeEJGWZ4c0dn5QzJ,194544,0,0.108,1,False
1260,2ZRo7axmMPeSVUvDbGkJah,110886,9,0.146,0,True
1261,0UXlu64mDLvfzR8IXMz06J,185723,7,0.344,1,False
1262,7qD2vjd3btuOgwpQPEY7ci,144000,5,0.116,1,True
1263,4lsn7TSeTBVqeBtlZQnQRw,217227,0,0.349,0,False
1264,17AFcTj1bj9qhWrHbsLDSb,232933,4,0.376,0,False
1265,6bYJAOHKCvy9cSEAUR8NvG,206653,10,0.0913,0,False
1266,3uRLwBjI2TahxslcMTvpFs,223123,1,0.0678,0,False
1267,5S5Pnnyx7I4WLtOYeeVSVM,247413,1,0.0874,1,False
1268,5YMXGBD6vcYP7IolemyLtK,228615,2,0.0921,1,False
1269,6m1TWFMeon7ai9XLOzdbiR,242334,2,0.306,0,False
1270,4bZZVcgWWMWPBwzTTp642w,180221,10,0.121,0,False
1271,43qX7PiMfluhGyrJrjcP9p,214507,5,0.273,0,False
1272,1e8J3XClxZbFmvIHLI8CE4,222732,9,0.123,1,False
1273,2GXWzWPsYlTZcvVW8JIu69,171023,9,0.313,0,False
1274,5rNZsITjXf23iFkRA924FV,196998,1,0.112,0,False
1275,6KhAXXgDtEEahVzATvFNcn,208590,6,0.191,1,False
1276,7IRe1bo7Zm0q5Fn9MlNMZM,196466,7,0.103,0,True
1277,47zs6e5M9Tsr7HhK45Gh6a,212280,11,0.297,0,False
1278,6GoFIkTKX9CIGgM9APx5UB,223373,2,0.403,1,False
1279,0fZRNhPJ4AGmwY7rkpdbqK,246381,9,0.338,0,False
1280,0PXd9WwmX3Y04KfHAaldDS,238840,6,0.0927,0,False
1281,1O9AseW10CTi6nBLoj0O6K,162516,11,0.179,0,True
1282,2j1fFjWHCI9KJSwcuYAOyF,274097,8,0.13,1,False
1283,6Kfoo60npYPdvNxMPMiDpX,193565,2,0.317,1,False
1284,6Jkm5kUldvIqxzI1Pa7nXH,157138,8,0.169,1,True
1285,1oc92BMKYkNxK17C2GtyRM,171319,11,0.136,1,True
1286,0LnS7aOdOdI1dNKZqdOLz4,135053,11,0.106,1,True
1287,4IxeKzzxUSEgivgtbSbyIK,169824,1,0.407,1,True
1288,2meHtZ7N97pJfvTL4hYtfv,169661,10,0.11,0,True
1289,1NvpO1o8SpkdH3txtJQQc7,243486,11,0.432,0,True
1290,67dU06KGaJHLLlo5Y5bkD2,248178,2,0.181,1,True
1291,5oH4DQAuu1J1800RzUsBWa,174647,4,0.0272,1,False
1292,2OcSE0EXzgUuqkM1NIJPHJ,243158,9,0.0867,1,False
1293,3uwnnTQcHM1rDqSfA4gQNz,214740,5,0.14,0,True
1294,296nXCOv97WJNRWzIBQnoj,168437,7,0.129,1,False
1295,6R9c642Hs3tOdLowjYaWt2,183816,4,0.232,0,True
1296,75UMtPC77vqKRwfSuYuNPO,247197,7,0.0868,1,False
1297,30W8VKHrAZmHzObnwAoc1u,174483,1,0.111,1,True
1298,5Ja2u1FPlVxrxeMWEa2dcn,195111,10,0.155,0,False
1299,7B4uYqxTpTOS1sgxFB9Ann,262247,10,0.119,0,False
1300,5zNxUkUW9WiV5oyg6gh2wB,110222,9,0.0964,0,False
1301,7JyFwJC3uRpiNfq7oKafgn,145796,4,0.0979,1,True
1302,1EAzCHtS45JvyXNSposHCY,341269,9,0.203,0,False
1303,39LLxExYz6ewLAcYrzQQyP,203808,6,0.213,0,False
1304,6lX6l7OuA3qrnIRfdsr0dw,233453,4,0.663,0,True
1305,3sd2p4kE7xQmFH3lPnFl6h,125245,3,0.128,0,True
1306,3ShKPhFkexrwl7WoyTtNND,170880,9,0.0713,0,True
1307,2GUSz3vtf8jhVXri1CTrQX,141851,6,0.111,1,True
1308,2XRn6Qu0Wd1KvOND8JbaTx,179187,11,0.101,0,False
1309,0lmRKkc33g1N9fWW9nZPVc,92718,9,0.179,1,False
1310,6kYGOFNUMxpab09L5Ukoke,202285,10,0.106,0,True
1311,3ehHqgYRzmeUi345MfHS2N,182188,11,0.0624,1,False
1312,0U1W2LZVUX7qTm7dDpqxh6,172267,5,0.583,1,False
1313,0MMyJUC3WNnFS1lit5pTjk,173160,10,0.0614,0,False
1314,4IaxDf2FixiQXq0mW7key9,174840,6,0.126,1,False
1315,3tYTyAt1q6BFBiGyYVOLhi,220779,1,0.137,0,True
1316,6A3SB2C4U6JtCavQOXLYNN,139574,11,0.164,1,True
1317,05zd5Nv0e02ZqrlC8A2cwx,255378,8,0.143,1,True
1318,4F4bzCA8RWoyKQDfeFGolM,258542,0,0.0857,1,True
1319,6Zw25LRLP0j0MsezDFIUM4,177935,0,0.903,0,False
1320,6bQ5823aHmFVKLZW8E7rRo,200337,10,0.209,1,True
1321,3RhyHYnYxuGnP8njFlNxHq,152787,1,0.0356,1,False
1322,4xIhSUJantE6BMl3u8dtCJ,222497,10,0.099,0,True
1323,3MTm8eZ2wCEtpyZqqhP6Dn,172822,8,0.353,1,True
1324,4qeMMEoVX97kGLbGgfFm2r,231547,6,0.122,1,False
1325,503OTo2dSqe7qk76rgsbep,270587,11,0.0543,1,True
1326,4ewmHD3aRBmLyTsbGreNLw,166947,9,0.0912,1,True
1327,1ZMiCix7XSAbfAJlEZWMCp,240133,4,0.089,1,False
1328,45S5WTQEGOB1VHr1Q4FuPl,208907,4,0.131,0,False
1329,7pj6P5WnxkZsw3XRc8eMe1,283642,4,0.153,0,True
1330,2KdKh9vHbKW0tZLqtpxxI0,193322,8,0.105,0,True
1331,6OZwia8loN0aPS0vTvsBjR,192960,3,0.226,0,True
1332,2gpQi3hbcUAcEG8m2dlgfB,178203,0,0.0658,1,False
1333,0YeUVm23SAkUruwEx9LWnt,224466,8,0.303,1,True
1334,3GaGWoU1KfVqgl7vnRHP55,153960,9,0.0848,0,False
1335,5Ohxk2dO5COHF1krpoPigN,340707,5,0.109,1,False
1336,0RAvy97QRPzO2AfK5Dw6j3,341307,11,0.0808,1,True
1337,2gzhQaCTeNgxpeB2TPllyY,201905,3,0.134,1,False
1338,401160izncPtca3CmX3dvM,329295,3,0.149,0,True
1339,5p56JT5F9a1z9pwXnqTg7d,203367,8,0.0746,0,True
1340,3EMp20j5E42MxfFbsEsIvD,309327,11,0.11,1,True
1341,7zvfDihYiJ8RQ1nRcpKBF5,210841,9,0.392,1,True
1342,2vHzOWRKYPLu8umRPIFuOq,179546,2,0.115,1,False
1343,2IwbW2jd0Ncv99Aroe77Ru,264299,1,0.112,0,True
1344,2Az5ykbQiZtFWtACCMvWlP,103319,7,0.0869,1,True
1345,3XREkzDHsWdBL5tybyCDBH,176286,1,0.0927,0,False
1346,3UmaczJpikHgJFyBTAJVoz,404107,6,0.518,0,True
1347,19Fg3WrTfo35Ji3PtfZE6J,281070,0,0.429,1,True
1348,5ZjV4yevHO1QhMw8AjyQbZ,214800,4,0.125,1,False
1349,5LOiuvbH62YGtnwe6Ltt4T,256008,2,0.0804,1,True
1350,5PPUw4Xo3Hz6rl4GpBfd3c,152986,5,0.189,0,True
1351,4d1CG5ei1E2vGbvmgf5KKv,250100,4,0.0672,1,False
1352,7KXjTSCq5nL1LoYtL7XAwS,177000,1,0.0958,0,True
1353,6NZOc8kO0Fxo0fLPvIdLnW,406528,8,0.11,0,True
1354,3nhGk6VnrDHy67pXvMhdPa,217320,11,0.102,1,False
1355,5MMW4CZsZiZt2iuqAXzzWC,332229,1,0.0756,0,True
1356,1ZMGp9MTXbtAPvcKa0U3zS,199146,7,0.254,1,False
1357,7uQ7e7nzbtyX87eIYHpj6Z,176604,2,0.143,0,False
1358,50Cf2eYv8zT3v2HAkwhIiL,171933,7,0.0884,0,False
1359,6Pif6RkFoYzLygdqktus4Q,360760,1,0.317,0,False
1360,0bI7K9Becu2dtXK1Q3cZNB,140500,11,0.262,0,True
1361,6bTdZ7xfKp3NqqADJ8HLyj,250435,8,0.0654,0,False
1362,1HsSIPLTQT354yJcQGfEY3,191038,1,0.125,1,False
1363,3ioJs8DQw527GmqJIp5gZG,206385,1,0.0984,1,True
1364,6wyhUr4Xw8z5uSy0AhoZfU,236187,11,0.296,1,True
1365,3Kkjo3cT83cw09VJyrLNwX,225149,1,0.0264,1,False
1366,2WL6GQzPuK9Nrpy9XwNEbz,232204,8,0.11,1,False
1367,0oA9wBGDY4uyILLg4GymWP,269333,6,0.355,0,False
1368,531KGXtBroSrOX9LVmiIgc,211935,4,0.0979,0,True
1369,2vmfvSoZBFAt9hhRoEByLi,230125,1,0.0674,1,True
1370,69vlMrzHwATKzupwNcUPyK,206420,1,0.0822,1,True
1371,1exxGxUMlJWD1h9YcE9YZH,177976,3,0.0959,0,False
1372,2SUxn2O9NHL6GHGQFgwCY0,153627,4,0.117,0,False
1373,7IBLt4Qarf4JDLxIQDv2O5,291612,8,0.482,1,True
